time,latitude,longitude,altitude,vn,ve,hdop,satellites
60382.000,33.709649,73.091266,509.700,0.000,0.000,1.740,6
60383.000,33.709649,73.091265,509.600,0.000,0.000,1.740,6
60384.000,33.709650,73.091264,509.500,0.000,0.000,1.740,6
60385.000,33.709650,73.091263,509.300,0.000,0.000,1.740,6
60386.000,33.709650,73.091263,509.600,0.000,0.000,1.740,6
60387.000,33.709652,73.091261,508.700,0.000,0.000,1.740,6
60388.000,33.709653,73.091260,508.300,0.000,0.000,1.740,6
60389.000,33.709653,73.091258,508.200,0.000,0.000,1.740,6
60390.000,33.709654,73.091257,508.100,0.000,0.000,1.740,6
60391.000,33.709653,73.091258,508.300,0.000,0.000,1.740,6
60392.000,33.709651,73.091258,509.100,0.000,0.000,1.740,6
60393.000,33.709650,73.091258,509.600,0.000,0.000,1.740,6
60394.000,33.709650,73.091258,509.700,0.000,0.000,1.740,6
60395.000,33.709651,73.091257,509.600,0.000,0.000,1.740,6
60396.000,33.709652,73.091257,509.500,0.000,0.000,1.740,6
60397.000,33.709654,73.091256,508.900,0.000,0.000,1.740,6
60398.000,33.709657,73.091253,507.800,0.000,0.000,1.740,6
60399.000,33.709656,73.091253,507.500,0.000,0.000,1.740,6
60400.000,33.709657,73.091252,507.300,0.000,0.000,1.740,6
60401.000,33.709658,73.091251,506.800,0.000,0.000,1.740,6
60402.000,33.709660,73.091249,505.600,0.000,0.000,1.740,6
60403.000,33.709661,73.091248,505.700,0.000,0.000,1.740,6
60404.000,33.709662,73.091247,505.100,0.000,0.000,1.740,6
60405.000,33.709663,73.091246,504.800,0.000,0.000,1.740,6
60406.000,33.709664,73.091245,504.500,0.000,0.000,1.740,6
60407.000,33.709664,73.091244,504.300,0.000,0.000,1.740,6
60408.000,33.709664,73.091244,504.200,0.000,0.000,1.740,6
60409.000,33.709665,73.091244,504.000,0.000,0.000,1.740,6
60410.000,33.709665,73.091243,503.900,0.000,0.000,1.740,6
60411.000,33.709666,73.091242,503.800,0.000,0.000,1.740,6
60412.000,33.709668,73.091240,502.800,0.000,0.000,1.740,6
60413.000,33.709669,73.091238,502.500,0.000,0.000,1.740,6
60414.000,33.709670,73.091238,502.400,0.000,0.000,1.740,6
60415.000,33.709671,73.091237,501.700,0.000,0.000,1.740,6
60416.000,33.709671,73.091236,502.000,0.000,0.000,1.740,6
60417.000,33.709671,73.091236,502.500,0.000,0.000,1.740,6
60418.000,33.709668,73.091236,503.000,0.000,0.000,1.740,6
60419.000,33.709667,73.091237,503.500,0.000,0.000,1.740,6
60420.000,33.709668,73.091235,503.400,0.000,0.000,1.740,6
60421.000,33.709669,73.091235,503.400,0.000,0.000,1.740,6
60422.000,33.709667,73.091236,504.200,0.000,0.000,1.740,6
60423.000,33.709667,73.091235,503.700,0.000,0.000,1.740,6
60424.000,33.709668,73.091233,503.500,0.000,0.000,1.740,6
60425.000,33.709668,73.091231,503.100,0.000,0.000,1.740,6
60426.000,33.709668,73.091229,502.700,0.000,0.000,1.750,6
60427.000,33.709668,73.091229,502.500,0.000,0.000,1.750,6
60428.000,33.709668,73.091228,502.000,0.000,0.000,1.750,6
60429.000,33.709670,73.091226,501.400,0.000,0.000,1.750,6
60430.000,33.709670,73.091225,501.200,0.000,0.000,1.750,6
60431.000,33.709670,73.091226,501.600,0.000,0.000,1.750,6
60432.000,33.709670,73.091225,501.500,0.000,0.000,1.750,6
60433.000,33.709671,73.091224,501.200,0.000,0.000,1.750,6
60434.000,33.709671,73.091223,500.800,0.000,0.000,1.750,6
60435.000,33.709671,73.091223,501.100,0.000,0.000,1.750,6
60436.000,33.709672,73.091222,500.700,0.000,0.000,1.750,6
60437.000,33.709672,73.091220,500.700,0.000,0.000,1.750,6
60438.000,33.709672,73.091221,501.000,0.000,0.000,1.750,6
60439.000,33.709672,73.091221,501.000,0.000,0.000,1.750,6
60440.000,33.709671,73.091220,501.300,0.000,0.000,1.750,6
60441.000,33.709670,73.091221,502.100,0.000,0.000,1.750,6
60442.000,33.709669,73.091220,502.000,0.000,0.000,1.750,6
60443.000,33.709667,73.091220,502.900,0.000,0.000,1.750,6
60444.000,33.709667,73.091221,503.400,0.000,0.000,1.750,6
60445.000,33.709665,73.091223,504.200,0.000,0.000,1.750,6
60446.000,33.709666,73.091223,504.000,0.000,0.000,1.750,6
60447.000,33.709666,73.091224,504.500,0.000,0.000,1.750,6
60448.000,33.709665,73.091225,505.200,0.000,0.000,1.750,6
60449.000,33.709664,73.091226,505.800,0.000,0.000,1.750,6
60450.000,33.709664,73.091226,505.700,0.000,0.000,1.750,6
60451.000,33.709663,73.091226,505.900,0.000,0.000,1.750,6
60452.000,33.709662,73.091227,506.500,0.000,0.000,1.750,6
60453.000,33.709661,73.091228,507.000,0.000,0.000,1.750,6
60454.000,33.709660,73.091231,507.700,0.000,0.000,1.750,6
60455.000,33.709661,73.091231,507.600,0.000,0.000,1.750,6
60456.000,33.709662,73.091232,507.300,0.000,0.000,1.750,6
60457.000,33.709662,73.091233,507.500,0.000,0.000,1.750,6
60458.000,33.709663,73.091233,507.200,0.000,0.000,1.750,6
60459.000,33.709663,73.091234,507.100,0.000,0.000,1.750,6
60460.000,33.709664,73.091233,506.900,0.000,0.000,1.750,6
60461.000,33.709663,73.091234,506.700,0.000,0.000,1.750,6
60462.000,33.709663,73.091234,506.500,0.000,0.000,1.750,6
60463.000,33.709664,73.091233,505.700,0.000,0.000,1.750,6
60464.000,33.709665,73.091233,505.200,0.000,0.000,1.750,6
60465.000,33.709665,73.091233,504.700,0.000,0.000,1.750,6
60466.000,33.709665,73.091235,505.000,0.000,0.000,1.750,6
60467.000,33.709665,73.091236,505.000,0.000,0.000,1.750,6
60468.000,33.709667,73.091236,504.400,0.000,0.000,1.750,6
60469.000,33.709666,73.091237,504.800,0.000,0.000,1.750,6
60470.000,33.709667,73.091237,504.700,0.000,0.000,1.750,6
60471.000,33.709667,73.091238,505.000,0.000,0.000,1.750,6
60472.000,33.709667,73.091239,505.300,0.000,0.000,1.750,6
60473.000,33.709667,73.091240,505.600,0.000,0.000,1.750,6
60474.000,33.709665,73.091241,506.000,0.000,0.000,1.750,6
60475.000,33.709668,73.091240,505.800,0.000,0.000,1.750,6
60476.000,33.709668,73.091240,505.400,0.000,0.000,1.750,6
60477.000,33.709668,73.091240,505.400,0.000,0.000,1.750,6
60478.000,33.709668,73.091241,506.000,0.000,0.000,1.750,6
60479.000,33.709668,73.091243,506.500,0.000,0.000,1.750,6
60480.000,33.709669,73.091242,506.200,0.000,0.000,1.750,6
60481.000,33.709670,73.091242,506.000,0.000,0.000,1.750,6
60482.000,33.709671,73.091242,505.400,0.000,0.000,1.750,6
60483.000,33.709672,73.091243,505.500,0.000,0.000,1.750,6
60484.000,33.709674,73.091243,504.900,0.000,0.000,1.750,6
60485.000,33.709675,73.091243,504.600,0.000,0.000,1.750,6
60486.000,33.709675,73.091245,504.700,0.000,0.000,1.750,6
60487.000,33.709675,73.091246,504.900,0.000,0.000,1.750,6
60488.000,33.709676,73.091247,505.100,0.000,0.000,1.750,6
60489.000,33.709677,73.091247,504.900,0.000,0.000,1.750,6
60490.000,33.709679,73.091247,504.400,0.000,0.000,1.750,6
60491.000,33.709680,73.091247,504.100,0.000,0.000,1.750,6
60492.000,33.709682,73.091245,503.400,0.000,0.000,1.750,6
60493.000,33.709682,73.091245,503.400,0.000,0.000,1.750,6
60494.000,33.709683,73.091245,503.100,0.000,0.000,1.750,6
60495.000,33.709683,73.091245,503.100,0.000,0.000,1.750,6
60496.000,33.709684,73.091244,502.800,0.000,0.000,1.750,6
60497.000,33.709683,73.091245,503.300,0.000,0.000,1.750,6
60498.000,33.709682,73.091247,504.100,0.000,0.000,1.750,6
60499.000,33.709682,73.091247,504.100,0.000,0.000,1.750,6
60500.000,33.709680,73.091247,504.500,0.000,0.000,1.750,6
60501.000,33.709682,73.091245,503.500,0.000,0.000,1.750,6
60502.000,33.709684,73.091243,502.600,0.000,0.000,1.750,6
60503.000,33.709686,73.091241,501.500,0.000,0.000,1.750,6
60504.000,33.709689,73.091238,500.000,0.000,0.000,1.750,6
60505.000,33.709690,73.091236,499.200,0.000,0.000,1.750,6
60506.000,33.709691,73.091235,498.700,0.000,0.000,1.750,6
60507.000,33.709692,73.091234,498.200,0.000,0.000,1.750,6
60508.000,33.709680,73.091245,504.400,0.000,0.000,1.860,5
60509.000,33.709683,73.091243,503.000,0.000,0.000,1.860,5
60510.000,33.709684,73.091241,502.300,0.000,0.000,1.860,5
60511.000,33.709685,73.091240,501.600,0.000,0.000,1.860,5
60512.000,33.709686,73.091240,501.200,0.000,0.000,1.860,5
60513.000,33.709687,73.091239,500.800,0.000,0.000,1.860,5
60514.000,33.709687,73.091238,501.400,0.000,0.000,1.750,6
60515.000,33.709688,73.091238,501.400,0.000,0.000,1.750,6
60516.000,33.709688,73.091237,501.400,0.000,0.000,1.750,6
60517.000,33.709689,73.091236,501.300,0.000,0.000,1.750,6
60518.000,33.709689,73.091235,501.200,0.000,0.000,1.750,6
60519.000,33.709689,73.091234,501.100,0.000,0.000,1.750,6
60520.000,33.709690,73.091234,501.100,0.000,0.000,1.750,6
60521.000,33.709690,73.091234,501.000,0.000,0.000,1.750,6
60522.000,33.709691,73.091233,500.900,0.000,0.000,1.750,6
60523.000,33.709690,73.091233,500.800,0.000,0.000,1.750,6
60524.000,33.709691,73.091233,500.700,0.000,0.000,1.750,6
60525.000,33.709690,73.091233,500.600,0.000,0.000,1.750,6
60526.000,33.709690,73.091232,500.500,0.000,0.000,1.750,6
60527.000,33.709691,73.091232,500.400,0.000,0.000,1.750,6
60528.000,33.709691,73.091232,500.300,0.000,0.000,1.750,6
60529.000,33.709691,73.091231,500.300,0.000,0.000,1.750,6
60530.000,33.709692,73.091230,500.200,0.000,0.000,1.750,6
60531.000,33.709691,73.091230,500.200,0.000,0.000,1.750,6
60532.000,33.709691,73.091229,500.100,0.000,0.000,1.750,6
60533.000,33.709691,73.091229,500.000,0.000,0.000,1.750,6
60534.000,33.709691,73.091229,499.900,0.000,0.000,1.750,6
60535.000,33.709692,73.091228,499.900,0.000,0.000,1.750,6
60536.000,33.709692,73.091228,499.800,0.000,0.000,1.750,6
60537.000,33.709692,73.091227,499.700,0.000,0.000,1.750,6
60538.000,33.709692,73.091227,499.700,0.000,0.000,1.750,6
60539.000,33.709692,73.091227,499.600,0.000,0.000,1.750,6
60540.000,33.709692,73.091226,499.600,0.000,0.000,1.750,6
