time,latitude,longitude,altitude,vn,ve,vd,roll,pitch,yaw
38986.291,33.606979,73.100067,507.978,-0.044,-0.052,-1.801,-0.717,0.220,0.019
38986.298,33.606979,73.100067,507.991,-0.044,-0.052,-1.803,-0.717,0.220,0.018
38986.305,33.606979,73.100067,508.004,-0.044,-0.052,-1.804,-0.717,0.221,0.019
38986.313,33.606979,73.100067,508.018,-0.044,-0.052,-1.806,-0.717,0.221,0.018
38986.320,33.606979,73.100067,508.031,-0.045,-0.053,-1.808,-0.717,0.221,0.018
38986.327,33.606979,73.100067,508.044,-0.045,-0.053,-1.809,-0.717,0.221,0.018
38986.335,33.606979,73.100067,508.057,-0.045,-0.053,-1.810,-0.717,0.221,0.018
38986.342,33.606979,73.100067,508.071,-0.045,-0.053,-1.812,-0.717,0.221,0.018
38986.349,33.606979,73.100067,508.084,-0.045,-0.053,-1.813,-0.717,0.222,0.018
38986.447,33.606979,73.100067,508.262,-0.045,-0.052,-1.835,-0.721,0.222,0.016
38986.454,33.606979,73.100067,508.276,-0.045,-0.052,-1.837,-0.720,0.222,0.016
38986.462,33.606979,73.100067,508.289,-0.046,-0.052,-1.838,-0.721,0.222,0.017
38986.469,33.606979,73.100067,508.303,-0.046,-0.052,-1.840,-0.721,0.222,0.018
38986.476,33.606979,73.100067,508.316,-0.046,-0.052,-1.841,-0.722,0.222,0.019
38986.484,33.606979,73.100067,508.330,-0.046,-0.052,-1.843,-0.721,0.222,0.020
38986.491,33.606979,73.100067,508.343,-0.046,-0.053,-1.844,-0.722,0.222,0.020
38986.498,33.606979,73.100067,508.356,-0.046,-0.052,-1.846,-0.722,0.223,0.020
38986.505,33.606979,73.100067,508.370,-0.046,-0.052,-1.848,-0.722,0.222,0.020
38986.513,33.606979,73.100067,508.384,-0.046,-0.052,-1.850,-0.722,0.221,0.020
38986.520,33.606979,73.100067,508.397,-0.046,-0.052,-1.852,-0.722,0.222,0.019
38986.527,33.606979,73.100067,508.411,-0.046,-0.052,-1.853,-0.722,0.221,0.019
38986.535,33.606979,73.100067,508.424,-0.046,-0.052,-1.854,-0.721,0.221,0.020
38986.542,33.606979,73.100067,508.438,-0.046,-0.052,-1.855,-0.721,0.220,0.020
38986.550,33.606979,73.100067,508.452,-0.046,-0.052,-1.857,-0.721,0.222,0.021
38986.557,33.606979,73.100067,508.465,-0.046,-0.052,-1.859,-0.721,0.222,0.020
38986.564,33.606979,73.100067,508.479,-0.046,-0.052,-1.861,-0.721,0.221,0.021
38986.571,33.606979,73.100067,508.492,-0.046,-0.052,-1.863,-0.721,0.221,0.021
38986.579,33.606979,73.100067,508.506,-0.046,-0.052,-1.865,-0.721,0.221,0.020
38986.586,33.606979,73.100067,508.520,-0.046,-0.052,-1.866,-0.721,0.221,0.020
38986.594,33.606979,73.100067,508.533,-0.046,-0.052,-1.868,-0.721,0.221,0.020
38986.601,33.606979,73.100067,508.547,-0.047,-0.052,-1.870,-0.720,0.221,0.020
38986.608,33.606979,73.100067,508.561,-0.047,-0.052,-1.872,-0.719,0.221,0.019
38986.615,33.606979,73.100067,508.575,-0.047,-0.052,-1.873,-0.720,0.222,0.020
38986.623,33.606979,73.100067,508.588,-0.047,-0.052,-1.875,-0.720,0.222,0.019
38986.630,33.606979,73.100067,508.602,-0.047,-0.052,-1.877,-0.720,0.222,0.020
38986.637,33.606979,73.100067,508.616,-0.047,-0.052,-1.878,-0.721,0.222,0.019
38986.645,33.606979,73.100067,508.630,-0.047,-0.052,-1.880,-0.721,0.223,0.018
38986.652,33.606979,73.100067,508.643,-0.047,-0.052,-1.882,-0.721,0.223,0.017
38986.660,33.606979,73.100067,508.657,-0.047,-0.052,-1.884,-0.721,0.222,0.016
38986.667,33.606979,73.100067,508.671,-0.047,-0.052,-1.885,-0.722,0.222,0.017
38986.674,33.606979,73.100067,508.685,-0.047,-0.052,-1.887,-0.723,0.222,0.017
38986.682,33.606979,73.100067,508.699,-0.047,-0.052,-1.889,-0.722,0.222,0.017
38986.689,33.606979,73.100067,508.713,-0.047,-0.052,-1.891,-0.722,0.222,0.016
38986.696,33.606979,73.100067,508.727,-0.047,-0.052,-1.892,-0.722,0.223,0.016
38986.704,33.606979,73.100067,508.740,-0.047,-0.052,-1.894,-0.722,0.224,0.016
38986.711,33.606979,73.100067,508.754,-0.047,-0.051,-1.895,-0.722,0.224,0.017
38986.718,33.606979,73.100067,508.768,-0.047,-0.051,-1.897,-0.722,0.225,0.017
38986.726,33.606979,73.100067,508.782,-0.047,-0.051,-1.898,-0.722,0.224,0.017
38986.789,33.606979,73.100067,508.902,-0.047,-0.052,-1.911,-0.726,0.224,0.017
38986.796,33.606979,73.100067,508.917,-0.048,-0.051,-1.913,-0.726,0.224,0.018
38986.804,33.606979,73.100067,508.931,-0.048,-0.052,-1.916,-0.727,0.224,0.018
38986.811,33.606979,73.100067,508.945,-0.048,-0.051,-1.917,-0.727,0.224,0.018
38986.818,33.606979,73.100067,508.959,-0.048,-0.051,-1.919,-0.727,0.224,0.019
38986.826,33.606979,73.100067,508.973,-0.048,-0.051,-1.920,-0.727,0.225,0.020
38986.833,33.606979,73.100067,508.987,-0.048,-0.051,-1.922,-0.728,0.224,0.020
38986.840,33.606979,73.100067,509.001,-0.048,-0.051,-1.924,-0.728,0.225,0.019
38986.848,33.606979,73.100067,509.015,-0.048,-0.051,-1.925,-0.728,0.225,0.020
38986.855,33.606979,73.100067,509.030,-0.047,-0.050,-1.927,-0.729,0.225,0.020
38986.862,33.606979,73.100067,509.044,-0.048,-0.050,-1.928,-0.729,0.225,0.020
38986.870,33.606979,73.100067,509.058,-0.047,-0.050,-1.930,-0.730,0.225,0.020
38986.877,33.606979,73.100067,509.072,-0.047,-0.050,-1.931,-0.731,0.225,0.021
38986.884,33.606979,73.100067,509.086,-0.048,-0.050,-1.933,-0.731,0.226,0.022
38986.891,33.606979,73.100067,509.100,-0.048,-0.050,-1.934,-0.731,0.226,0.023
38986.899,33.606979,73.100067,509.115,-0.048,-0.050,-1.936,-0.732,0.226,0.023
38986.906,33.606979,73.100067,509.129,-0.048,-0.050,-1.938,-0.732,0.226,0.024
38986.914,33.606979,73.100067,509.143,-0.048,-0.050,-1.939,-0.733,0.226,0.023
38986.921,33.606979,73.100067,509.157,-0.048,-0.050,-1.941,-0.733,0.227,0.023
38986.928,33.606979,73.100067,509.171,-0.048,-0.050,-1.942,-0.733,0.227,0.022
38986.935,33.606979,73.100067,509.185,-0.048,-0.050,-1.944,-0.733,0.226,0.022
38986.943,33.606979,73.100067,509.200,-0.048,-0.050,-1.945,-0.733,0.226,0.022
38986.950,33.606979,73.100067,509.214,-0.048,-0.049,-1.946,-0.733,0.226,0.023
38986.957,33.606979,73.100067,509.228,-0.048,-0.050,-1.948,-0.733,0.227,0.024
38986.965,33.606979,73.100067,509.243,-0.048,-0.049,-1.949,-0.734,0.227,0.023
38986.972,33.606979,73.100067,509.257,-0.048,-0.049,-1.951,-0.733,0.227,0.023
38986.980,33.606979,73.100067,509.271,-0.048,-0.049,-1.953,-0.734,0.227,0.024
38986.987,33.606979,73.100067,509.286,-0.048,-0.049,-1.955,-0.734,0.227,0.024
38986.994,33.606979,73.100067,509.300,-0.048,-0.049,-1.956,-0.735,0.227,0.024
38987.001,33.606979,73.100067,509.314,-0.048,-0.049,-1.958,-0.735,0.226,0.024
38987.009,33.606979,73.100067,509.329,-0.048,-0.049,-1.959,-0.736,0.226,0.025
38987.016,33.606979,73.100067,509.343,-0.048,-0.049,-1.961,-0.735,0.226,0.024
38987.023,33.606979,73.100067,509.357,-0.048,-0.049,-1.963,-0.735,0.226,0.024
38987.031,33.606979,73.100067,509.371,-0.048,-0.049,-1.964,-0.735,0.227,0.024
38987.142,33.606979,73.100067,509.592,-0.047,-0.050,-1.990,-0.739,0.231,0.022
38987.149,33.606979,73.100067,509.607,-0.047,-0.050,-1.991,-0.739,0.232,0.022
38987.157,33.606979,73.100067,509.621,-0.047,-0.049,-1.992,-0.741,0.232,0.023
38987.164,33.606979,73.100067,509.636,-0.047,-0.049,-1.994,-0.741,0.233,0.023
38987.172,33.606979,73.100067,509.651,-0.047,-0.049,-1.996,-0.741,0.233,0.023
38987.179,33.606979,73.100067,509.665,-0.047,-0.049,-1.998,-0.741,0.233,0.024
38987.186,33.606979,73.100067,509.680,-0.047,-0.049,-1.999,-0.741,0.233,0.024
38987.194,33.606979,73.100067,509.694,-0.048,-0.049,-2.001,-0.742,0.233,0.024
38987.201,33.606979,73.100067,509.709,-0.048,-0.049,-2.002,-0.742,0.232,0.024
38987.208,33.606979,73.100067,509.724,-0.048,-0.049,-2.004,-0.742,0.233,0.024
38987.215,33.606979,73.100067,509.738,-0.048,-0.049,-2.006,-0.742,0.234,0.023
38987.223,33.606979,73.100067,509.754,-0.048,-0.049,-2.007,-0.742,0.234,0.024
38987.230,33.606979,73.100067,509.768,-0.048,-0.049,-2.009,-0.743,0.234,0.024
38987.238,33.606979,73.100067,509.783,-0.048,-0.049,-2.010,-0.743,0.234,0.024
38987.245,33.606979,73.100067,509.798,-0.048,-0.049,-2.011,-0.744,0.235,0.024
38987.253,33.606979,73.100067,509.813,-0.048,-0.049,-2.013,-0.744,0.234,0.023
38987.276,33.606979,73.100075,507.790,-0.039,-0.024,-1.573,-0.766,0.242,0.025
38987.283,33.606979,73.100075,507.801,-0.039,-0.024,-1.574,-0.767,0.243,0.026
38987.291,33.606979,73.100075,507.813,-0.039,-0.023,-1.576,-0.767,0.243,0.027
38987.298,33.606979,73.100075,507.824,-0.039,-0.023,-1.577,-0.767,0.242,0.028
38987.305,33.606979,73.100075,507.836,-0.039,-0.023,-1.579,-0.767,0.242,0.028
38987.312,33.606979,73.100075,507.847,-0.039,-0.023,-1.580,-0.767,0.243,0.028
38987.320,33.606979,73.100075,507.859,-0.039,-0.022,-1.581,-0.767,0.243,0.028
38987.327,33.606979,73.100075,507.871,-0.039,-0.022,-1.582,-0.767,0.243,0.028
38987.335,33.606979,73.100075,507.882,-0.039,-0.022,-1.584,-0.767,0.242,0.028
38987.342,33.606979,73.100075,507.894,-0.039,-0.022,-1.585,-0.767,0.242,0.028
38987.349,33.606979,73.100075,507.905,-0.039,-0.022,-1.586,-0.767,0.243,0.028
38987.357,33.606979,73.100075,507.917,-0.039,-0.022,-1.587,-0.767,0.243,0.030
38987.364,33.606979,73.100075,507.929,-0.039,-0.021,-1.588,-0.768,0.244,0.030
38987.371,33.606979,73.100067,507.940,-0.039,-0.021,-1.590,-0.768,0.243,0.031
38987.378,33.606979,73.100067,507.952,-0.039,-0.021,-1.592,-0.768,0.244,0.031
38987.386,33.606979,73.100067,507.964,-0.039,-0.021,-1.593,-0.768,0.244,0.032
38987.393,33.606979,73.100067,507.975,-0.039,-0.021,-1.594,-0.768,0.243,0.032
38987.401,33.606979,73.100067,507.987,-0.039,-0.021,-1.595,-0.768,0.243,0.033
38987.408,33.606979,73.100067,507.999,-0.039,-0.021,-1.597,-0.768,0.243,0.033
38987.415,33.606979,73.100067,508.010,-0.039,-0.020,-1.599,-0.767,0.242,0.034
38987.423,33.606979,73.100067,508.022,-0.039,-0.020,-1.600,-0.767,0.242,0.034
38987.430,33.606979,73.100067,508.034,-0.039,-0.020,-1.602,-0.767,0.241,0.034
38987.437,33.606979,73.100067,508.046,-0.039,-0.020,-1.603,-0.768,0.241,0.035
38987.444,33.606979,73.100067,508.057,-0.039,-0.020,-1.604,-0.768,0.240,0.034
38987.452,33.606979,73.100067,508.069,-0.039,-0.020,-1.605,-0.767,0.240,0.035
38987.459,33.606979,73.100067,508.081,-0.039,-0.020,-1.606,-0.767,0.241,0.034
38987.467,33.606979,73.100067,508.093,-0.039,-0.020,-1.608,-0.768,0.241,0.034
38987.474,33.606979,73.100067,508.105,-0.039,-0.019,-1.609,-0.768,0.241,0.035
38987.481,33.606979,73.100067,508.116,-0.039,-0.019,-1.611,-0.768,0.241,0.035
38987.488,33.606979,73.100067,508.128,-0.039,-0.019,-1.612,-0.769,0.241,0.035
38987.552,33.606979,73.100067,508.230,-0.039,-0.019,-1.624,-0.773,0.242,0.038
38987.560,33.606979,73.100067,508.244,-0.039,-0.019,-1.625,-0.773,0.242,0.037
38987.568,33.606979,73.100067,508.256,-0.039,-0.019,-1.627,-0.773,0.243,0.038
38987.575,33.606979,73.100067,508.268,-0.039,-0.019,-1.628,-0.772,0.242,0.038
38987.582,33.606979,73.100067,508.280,-0.039,-0.019,-1.629,-0.772,0.242,0.037
38987.590,33.606979,73.100067,508.292,-0.039,-0.019,-1.630,-0.772,0.241,0.037
38987.597,33.606979,73.100067,508.304,-0.039,-0.019,-1.631,-0.773,0.241,0.037
38987.604,33.606979,73.100067,508.316,-0.039,-0.019,-1.633,-0.773,0.241,0.038
38987.611,33.606979,73.100067,508.328,-0.039,-0.019,-1.634,-0.773,0.242,0.038
38987.619,33.606979,73.100067,508.339,-0.039,-0.019,-1.636,-0.773,0.242,0.038
38987.626,33.606979,73.100067,508.351,-0.039,-0.018,-1.638,-0.773,0.243,0.038
38987.633,33.606979,73.100067,508.363,-0.039,-0.018,-1.639,-0.772,0.243,0.038
38987.641,33.606979,73.100067,508.375,-0.039,-0.018,-1.641,-0.773,0.242,0.038
38987.648,33.606979,73.100067,508.387,-0.039,-0.018,-1.642,-0.773,0.243,0.039
38987.655,33.606979,73.100067,508.399,-0.039,-0.018,-1.643,-0.773,0.243,0.041
38987.662,33.606979,73.100067,508.411,-0.039,-0.017,-1.644,-0.773,0.242,0.042
38987.670,33.606979,73.100067,508.423,-0.039,-0.017,-1.646,-0.772,0.242,0.042
38987.677,33.606979,73.100067,508.436,-0.039,-0.017,-1.648,-0.773,0.242,0.041
38987.685,33.606979,73.100067,508.448,-0.039,-0.017,-1.649,-0.774,0.241,0.041
38987.692,33.606979,73.100067,508.460,-0.039,-0.018,-1.651,-0.774,0.242,0.042
38987.699,33.606979,73.100067,508.472,-0.039,-0.017,-1.652,-0.774,0.242,0.042
38987.706,33.606979,73.100067,508.484,-0.039,-0.017,-1.653,-0.774,0.242,0.043
38987.714,33.606979,73.100067,508.496,-0.039,-0.017,-1.654,-0.774,0.242,0.044
38987.721,33.606979,73.100067,508.508,-0.039,-0.017,-1.656,-0.775,0.242,0.043
38987.728,33.606979,73.100067,508.520,-0.039,-0.016,-1.657,-0.774,0.242,0.043
38987.736,33.606979,73.100067,508.532,-0.039,-0.016,-1.658,-0.776,0.243,0.044
38987.743,33.606979,73.100067,508.544,-0.039,-0.016,-1.659,-0.776,0.243,0.044
38987.750,33.606979,73.100067,508.556,-0.039,-0.016,-1.660,-0.776,0.243,0.044
38987.757,33.606979,73.100067,508.568,-0.039,-0.017,-1.661,-0.776,0.244,0.044
38987.765,33.606979,73.100067,508.581,-0.039,-0.016,-1.663,-0.778,0.244,0.044
38987.772,33.606979,73.100067,508.593,-0.039,-0.016,-1.664,-0.779,0.245,0.045
38987.869,33.606979,73.100067,508.755,-0.038,-0.014,-1.683,-0.779,0.245,0.045
38987.878,33.606979,73.100067,508.771,-0.038,-0.014,-1.684,-0.779,0.245,0.045
38987.886,33.606979,73.100067,508.783,-0.038,-0.014,-1.686,-0.779,0.247,0.046
38987.893,33.606979,73.100067,508.796,-0.038,-0.014,-1.687,-0.778,0.246,0.045
38987.901,33.606979,73.100067,508.808,-0.037,-0.013,-1.689,-0.777,0.247,0.047
38987.908,33.606979,73.100067,508.820,-0.037,-0.013,-1.689,-0.777,0.247,0.048
38987.915,33.606979,73.100067,508.833,-0.037,-0.013,-1.690,-0.777,0.247,0.048
38987.923,33.606979,73.100067,508.845,-0.037,-0.013,-1.692,-0.777,0.246,0.048
38987.930,33.606979,73.100067,508.858,-0.037,-0.013,-1.693,-0.777,0.246,0.049
38987.937,33.606979,73.100067,508.870,-0.037,-0.013,-1.695,-0.777,0.246,0.049
38987.944,33.606979,73.100067,508.882,-0.037,-0.013,-1.696,-0.777,0.247,0.049
38987.952,33.606979,73.100067,508.895,-0.037,-0.013,-1.697,-0.777,0.246,0.050
38987.959,33.606979,73.100067,508.907,-0.037,-0.013,-1.698,-0.777,0.246,0.050
38987.967,33.606979,73.100067,508.920,-0.037,-0.012,-1.699,-0.777,0.247,0.050
38987.974,33.606979,73.100067,508.932,-0.037,-0.012,-1.700,-0.777,0.246,0.051
38987.981,33.606979,73.100067,508.945,-0.037,-0.012,-1.702,-0.778,0.247,0.051
38987.988,33.606979,73.100067,508.957,-0.037,-0.012,-1.703,-0.777,0.246,0.052
38987.996,33.606979,73.100067,508.970,-0.037,-0.011,-1.704,-0.776,0.246,0.052
38988.003,33.606979,73.100067,508.982,-0.037,-0.011,-1.706,-0.776,0.246,0.053
38988.010,33.606979,73.100067,508.995,-0.037,-0.011,-1.707,-0.777,0.247,0.053
38988.018,33.606979,73.100067,509.007,-0.037,-0.011,-1.708,-0.776,0.247,0.053
38988.025,33.606979,73.100067,509.019,-0.037,-0.011,-1.709,-0.776,0.247,0.053
38988.032,33.606979,73.100067,509.032,-0.037,-0.011,-1.711,-0.778,0.248,0.053
38988.039,33.606979,73.100067,509.044,-0.037,-0.011,-1.712,-0.779,0.247,0.054
38988.047,33.606979,73.100067,509.057,-0.037,-0.011,-1.714,-0.779,0.247,0.055
38988.054,33.606979,73.100067,509.070,-0.037,-0.011,-1.715,-0.779,0.246,0.055
38988.117,33.606979,73.100067,509.178,-0.038,-0.011,-1.726,-0.783,0.245,0.054
38988.126,33.606979,73.100067,509.193,-0.037,-0.010,-1.728,-0.783,0.244,0.054
38988.133,33.606979,73.100067,509.205,-0.037,-0.010,-1.729,-0.783,0.244,0.054
38988.141,33.606979,73.100067,509.218,-0.037,-0.010,-1.730,-0.784,0.245,0.055
38988.148,33.606979,73.100067,509.231,-0.037,-0.010,-1.731,-0.784,0.244,0.055
38988.155,33.606979,73.100067,509.244,-0.037,-0.010,-1.733,-0.785,0.244,0.054
38988.163,33.606979,73.100067,509.257,-0.037,-0.009,-1.734,-0.786,0.243,0.054
38988.170,33.606979,73.100067,509.269,-0.038,-0.009,-1.736,-0.785,0.243,0.054
38988.177,33.606979,73.100067,509.282,-0.038,-0.009,-1.737,-0.786,0.243,0.055
38988.185,33.606979,73.100067,509.295,-0.038,-0.009,-1.739,-0.786,0.243,0.055
38988.192,33.606979,73.100067,509.307,-0.037,-0.009,-1.740,-0.786,0.243,0.054
38988.199,33.606979,73.100067,509.320,-0.038,-0.009,-1.742,-0.785,0.243,0.054
38988.207,33.606979,73.100067,509.333,-0.037,-0.009,-1.743,-0.786,0.242,0.053
38988.214,33.606979,73.100067,509.346,-0.038,-0.008,-1.744,-0.786,0.241,0.054
38988.221,33.606979,73.100067,509.358,-0.038,-0.008,-1.745,-0.786,0.242,0.054
38988.228,33.606979,73.100067,509.371,-0.038,-0.008,-1.746,-0.786,0.242,0.054
38988.236,33.606979,73.100067,509.384,-0.038,-0.008,-1.747,-0.787,0.242,0.054
38988.243,33.606979,73.100067,509.397,-0.038,-0.008,-1.748,-0.787,0.241,0.053
38988.251,33.606979,73.100067,509.411,-0.037,-0.008,-1.750,-0.787,0.241,0.053
38988.274,33.606979,73.100075,507.483,-0.025,0.005,-1.352,-0.801,0.253,0.052
38988.282,33.606979,73.100075,507.493,-0.025,0.005,-1.354,-0.800,0.253,0.052
38988.289,33.606979,73.100075,507.502,-0.025,0.005,-1.355,-0.799,0.254,0.053
38988.296,33.606979,73.100075,507.512,-0.026,0.005,-1.356,-0.799,0.253,0.053
38988.304,33.606979,73.100075,507.522,-0.026,0.005,-1.357,-0.799,0.254,0.053
38988.311,33.606979,73.100075,507.532,-0.026,0.006,-1.358,-0.799,0.254,0.053
38988.318,33.606979,73.100075,507.542,-0.025,0.006,-1.359,-0.799,0.253,0.054
38988.326,33.606979,73.100075,507.552,-0.025,0.006,-1.360,-0.799,0.254,0.054
38988.333,33.606979,73.100075,507.562,-0.026,0.006,-1.361,-0.800,0.253,0.053
38988.340,33.606979,73.100075,507.572,-0.026,0.006,-1.362,-0.799,0.253,0.053
38988.348,33.606979,73.100075,507.582,-0.026,0.007,-1.363,-0.800,0.253,0.054
38988.355,33.606979,73.100075,507.592,-0.026,0.007,-1.364,-0.801,0.253,0.053
38988.362,33.606979,73.100075,507.602,-0.026,0.007,-1.365,-0.801,0.254,0.053
38988.370,33.606979,73.100075,507.612,-0.026,0.006,-1.366,-0.801,0.254,0.053
38988.377,33.606979,73.100075,507.622,-0.026,0.007,-1.367,-0.801,0.254,0.053
38988.384,33.606979,73.100075,507.632,-0.026,0.007,-1.369,-0.801,0.254,0.052
38988.392,33.606979,73.100075,507.642,-0.026,0.007,-1.371,-0.800,0.254,0.052
38988.477,33.606979,73.100075,507.760,-0.025,0.008,-1.382,-0.792,0.256,0.054
38988.485,33.606979,73.100075,507.770,-0.025,0.008,-1.383,-0.791,0.256,0.054
38988.492,33.606979,73.100075,507.781,-0.024,0.009,-1.384,-0.790,0.257,0.054
38988.499,33.606979,73.100075,507.791,-0.024,0.008,-1.385,-0.790,0.257,0.055
38988.507,33.606979,73.100075,507.801,-0.024,0.009,-1.386,-0.791,0.257,0.055
38988.514,33.606979,73.100075,507.811,-0.024,0.009,-1.387,-0.790,0.257,0.054
38988.521,33.606979,73.100075,507.821,-0.024,0.009,-1.388,-0.790,0.257,0.054
38988.529,33.606979,73.100075,507.831,-0.024,0.009,-1.389,-0.790,0.257,0.053
38988.536,33.606979,73.100075,507.842,-0.024,0.009,-1.390,-0.790,0.258,0.053
38988.543,33.606979,73.100075,507.852,-0.024,0.010,-1.391,-0.790,0.258,0.053
38988.662,33.606979,73.100075,508.018,-0.024,0.011,-1.406,-0.792,0.262,0.058
38988.669,33.606979,73.100075,508.028,-0.024,0.011,-1.407,-0.793,0.263,0.059
38988.676,33.606979,73.100075,508.038,-0.024,0.012,-1.408,-0.794,0.263,0.059
38988.684,33.606979,73.100075,508.048,-0.024,0.012,-1.410,-0.794,0.263,0.060
38988.691,33.606979,73.100075,508.059,-0.024,0.012,-1.410,-0.794,0.263,0.060
38988.698,33.606979,73.100075,508.069,-0.024,0.012,-1.411,-0.794,0.263,0.060
38988.706,33.606979,73.100075,508.079,-0.024,0.012,-1.413,-0.794,0.263,0.060
38988.713,33.606979,73.100075,508.089,-0.024,0.012,-1.414,-0.794,0.263,0.060
38988.720,33.606979,73.100075,508.100,-0.024,0.012,-1.415,-0.794,0.263,0.060
38988.727,33.606979,73.100075,508.110,-0.024,0.012,-1.416,-0.795,0.264,0.060
38988.735,33.606979,73.100075,508.120,-0.024,0.013,-1.417,-0.795,0.264,0.060
38988.742,33.606979,73.100075,508.131,-0.024,0.013,-1.419,-0.796,0.264,0.061
38988.749,33.606979,73.100075,508.141,-0.024,0.013,-1.420,-0.797,0.264,0.061
38988.757,33.606979,73.100075,508.152,-0.025,0.013,-1.420,-0.797,0.265,0.061
38988.764,33.606979,73.100075,508.162,-0.025,0.013,-1.421,-0.797,0.265,0.061
38988.771,33.606979,73.100075,508.172,-0.025,0.013,-1.423,-0.797,0.265,0.061
38988.779,33.606979,73.100075,508.183,-0.024,0.013,-1.424,-0.797,0.265,0.061
38988.786,33.606979,73.100075,508.193,-0.025,0.014,-1.425,-0.797,0.264,0.060
38988.860,33.606979,73.100075,508.299,-0.023,0.015,-1.433,-0.798,0.267,0.059
38988.869,33.606979,73.100075,508.312,-0.023,0.015,-1.434,-0.796,0.267,0.059
38988.876,33.606979,73.100075,508.322,-0.024,0.015,-1.435,-0.797,0.267,0.059
38988.884,33.606979,73.100075,508.333,-0.024,0.015,-1.437,-0.797,0.267,0.060
38988.891,33.606979,73.100075,508.343,-0.024,0.015,-1.438,-0.797,0.267,0.060
38988.898,33.606979,73.100075,508.354,-0.024,0.016,-1.439,-0.797,0.268,0.060
38988.906,33.606979,73.100075,508.364,-0.024,0.016,-1.440,-0.798,0.268,0.060
38988.913,33.606979,73.100075,508.375,-0.024,0.016,-1.441,-0.797,0.267,0.060
38988.920,33.606979,73.100075,508.385,-0.024,0.016,-1.442,-0.798,0.267,0.060
38988.927,33.606979,73.100075,508.396,-0.024,0.016,-1.443,-0.799,0.267,0.060
38988.935,33.606979,73.100075,508.407,-0.024,0.017,-1.444,-0.799,0.267,0.060
38988.942,33.606979,73.100075,508.417,-0.024,0.017,-1.445,-0.800,0.267,0.061
38988.949,33.606979,73.100075,508.428,-0.023,0.017,-1.446,-0.799,0.267,0.061
38988.957,33.606979,73.100075,508.438,-0.023,0.017,-1.447,-0.799,0.268,0.061
38988.964,33.606979,73.100075,508.449,-0.023,0.018,-1.448,-0.798,0.268,0.061
38988.971,33.606979,73.100075,508.459,-0.023,0.018,-1.449,-0.797,0.267,0.061
38988.978,33.606979,73.100075,508.470,-0.023,0.018,-1.449,-0.797,0.267,0.060
38989.064,33.606979,73.100075,508.595,-0.024,0.019,-1.461,-0.802,0.265,0.061
38989.072,33.606979,73.100075,508.606,-0.024,0.019,-1.462,-0.803,0.266,0.060
38989.080,33.606979,73.100075,508.617,-0.024,0.019,-1.463,-0.803,0.266,0.060
38989.087,33.606979,73.100075,508.628,-0.023,0.019,-1.464,-0.803,0.266,0.061
38989.094,33.606979,73.100075,508.639,-0.024,0.019,-1.465,-0.803,0.267,0.061
38989.101,33.606979,73.100075,508.649,-0.024,0.019,-1.466,-0.803,0.267,0.061
38989.109,33.606979,73.100075,508.660,-0.024,0.020,-1.467,-0.802,0.267,0.061
38989.116,33.606979,73.100075,508.671,-0.023,0.020,-1.468,-0.802,0.268,0.061
38989.124,33.606979,73.100075,508.682,-0.023,0.020,-1.470,-0.802,0.267,0.061
38989.131,33.606979,73.100075,508.693,-0.023,0.020,-1.471,-0.802,0.268,0.062
38989.138,33.606979,73.100075,508.703,-0.023,0.020,-1.471,-0.803,0.268,0.061
38989.146,33.606979,73.100075,508.714,-0.023,0.020,-1.472,-0.802,0.268,0.061
38989.153,33.606979,73.100075,508.725,-0.023,0.020,-1.473,-0.802,0.268,0.060
38989.160,33.606979,73.100075,508.736,-0.023,0.020,-1.474,-0.802,0.268,0.061
38989.168,33.606979,73.100075,508.747,-0.023,0.020,-1.475,-0.803,0.268,0.062
38989.175,33.606979,73.100075,508.757,-0.023,0.021,-1.477,-0.803,0.268,0.061
38989.182,33.606979,73.100075,508.768,-0.023,0.021,-1.477,-0.803,0.268,0.062
38989.190,33.606979,73.100075,508.779,-0.023,0.021,-1.478,-0.803,0.267,0.061
38989.197,33.606979,73.100075,508.790,-0.023,0.021,-1.479,-0.803,0.267,0.061
38989.358,33.606979,73.100075,507.203,-0.015,0.025,-1.150,-0.802,0.280,0.063
38989.365,33.606979,73.100075,507.212,-0.015,0.025,-1.151,-0.802,0.280,0.063
38989.373,33.606979,73.100075,507.220,-0.015,0.025,-1.152,-0.803,0.280,0.064
38989.380,33.606979,73.100075,507.229,-0.015,0.025,-1.152,-0.803,0.280,0.064
38989.387,33.606979,73.100075,507.237,-0.015,0.025,-1.153,-0.803,0.280,0.065
38989.395,33.606979,73.100075,507.246,-0.015,0.025,-1.154,-0.803,0.281,0.064
38989.402,33.606979,73.100075,507.254,-0.015,0.025,-1.155,-0.803,0.281,0.065
38989.409,33.606979,73.100075,507.263,-0.015,0.025,-1.156,-0.803,0.281,0.063
38989.417,33.606979,73.100075,507.271,-0.015,0.026,-1.157,-0.802,0.280,0.064
38989.424,33.606979,73.100075,507.280,-0.015,0.026,-1.158,-0.803,0.280,0.064
38989.431,33.606979,73.100075,507.288,-0.015,0.025,-1.159,-0.803,0.280,0.064
38989.438,33.606979,73.100075,507.296,-0.014,0.025,-1.160,-0.804,0.281,0.064
38989.446,33.606979,73.100075,507.305,-0.014,0.026,-1.161,-0.803,0.281,0.065
38989.453,33.606979,73.100075,507.314,-0.015,0.026,-1.162,-0.802,0.281,0.065
